51153914,29425209,看完中国网红妹子化妆后看卸妆，150万粉丝的日本油管主ブライアン依然吓得直哆嗦,41,1,28,5437
51233866,29467857,日本逗比美妆达人まあたそ传授减肥绝招——论如何瘦成一根牙签？途中还秀了段欅坂46 的「不协和音」，总之是有理有据，非常令人信服了,340,55,410,31922
51116054,29405879,日本洗脑神曲，山茶花工厂的《社畜求职之歌》听完脑袋里挥之不去的都是“有露西裤噢内该姨洗马丝”,3492,1094,9724,434451
50786690,29248618,【山茶花工厂・中字】【就在今夜我要浪个够】日本的夏天就是花火、浴衣和恋爱的味道,44,10,77,3098
51959151,29840969,日本快嘴声优小姐姐盘点女朋友是胖纸的三大好处。听完令人十动然拒,356,86,391,23230
51961276,29842085,日本发售的无视印度人建议的「无视印度人的咖喱」，阿三哥的内心是奔溃的,24,1,7,1864
51967993,29844493,相貌决定对错！日本快嘴小姐姐吐槽为何美女做什么都是对的，丑女做什么都是错的？人艰不拆啊！,914,165,1019,57230
51981793,29849769,【まあたそ】日本逗比美妆达人教你如何将单眼皮秒变双眼皮！简单又好用，可以说是万年单眼皮妹纸们的福音了！,468,94,1438,40709
51989964,29856299,日本声优小姐姐快嘴解析为什么网络上喷子横行？告诉你们一个秘密，喷子其实都是内心纯粹，有话直说的老实人呢,739,319,667,34115
52177289,29948331,日本核弹级魔性爆笑洗脑神曲「请把女儿嫁给我」，我已中毒，快帮我叫救护车！,17829,9626,42737,979007
52319198,30019818,继《请把女儿嫁给我》之后，又一首日本洗脑Rap神曲——《审判》,13628,5923,37643,998098
52407988,30068225,【中字・直到世界的尽头150712】NEWS成员手越祐也挑战中国传统手艺——画糖人！天津篇,172,34,392,43261
52458668,30094556,【本能寺之变】日本广播体操少年的跳舞学历史系列洗脑神曲！油管上点击数破5900万！,2936,1130,8350,291470
52496169,30113361,【遣隋史・小野妹子】日本广播体操少年的跳舞学历史系列神曲，油管上观看数破1600万！,447,110,950,49430
52579051,30157401,鬼畜日语的挪威戏精小哥in挪威，回到挪威无妹可撩怎么破？那就撩牛羊吧！,66,9,37,2482
52551356,30142729,【比利来航・黑船事件】日本广播体操少年的跳舞学历史系列洗脑神曲，油管上点击数破2900万！,379,73,744,45372
52622285,30178397,【岛原之乱】日本广播体操少年的跳舞学历史系列洗脑神曲，油管上点击数破1800万！,538,114,875,48279
49835019,28764035,【中字】Welcome to 上海！日本电视台带你吃遍上海！ Part.1 真老大房+夜市豆浆油条店,22,8,172,9126
49839366,28765635,【中字】 Welcome to 上海！日本电视台带你吃遍上海！ Part.2：外婆家+阿娘面,67,8,268,35215
49839891,28766023,【中字】Welcome to 上海！日本电视台带你吃遍上海！ Part.3 茂隆+酷必,138,14,557,68252
50029071,28862746,【冷知识之种】女神石原里美的嘴唇用食材怎么做？丧心病狂的日本人民终于研究出来了,122,54,315,16088
50164762,28929630,日本网友PANPALION脑洞翻唱DA PUMP的《U.S.A.》——洗脑神曲《大！农！村！~宫城县栗原市》了解一下？,36,15,29,1503
53594446,30702413,日本广播体操少年教你如何做「蛋包饭」,517,88,767,51441
53710054,30765238,【现充与非现充】日本荞麦店店长たすくこま填词翻唱初音ミク的《千本樱》,91,28,51,2476
53755853,30788547,日本广播体操少年的抖腿洗脑神曲「那个我完全不知道」(各地方言版),965,276,2186,124876
53785913,30806651,当装逼遇上更装逼的。日本广播体操少年的洗脑神曲——调酒师,5774,2380,15593,533220
53775797,30800815,【神作！】日本仿音大神教你如何在3分钟内模仿出10种动漫角色的声音,545,222,957,12941
53771624,30797994,不是那么喜欢抖音，但这种的真的可以有,162,23,65,7051
54031731,30943701,【まあたそ】日本逗比美妆达人自爆黑历史，重化辣妹妆！,184,24,92,13959
54151177,31007246,【Part 1】日本观光局（JNTO）发布的官方宣传片「JAPAN - Where tradition meets the future」,130,50,186,5009
54173176,31019910,日本广播体操少年的岳父生日洗脑祝福曲《ghost？见鬼？》,1758,540,4300,174115
54175482,31021030,日本广播体操少年洗脑抖腿神曲「意大利面超赞哟！」我居然听饿了,1062,396,1767,87088
54175771,31020426,日本广播体操少年的洗脑抖腿神曲「不要钻我X头！」，警告！进来了就出不去了！,2145,904,4683,207021
54151463,31007334,【Part 2】日本观光局（JNTO）发布的官方宣传片「JAPAN - Where tradition meets the future」,47,13,99,1760
54264336,31070385,「舌忝食巩心心布分子」by日本广播体操少年×一个人也可以嘛乐队,472,143,778,42797
54268938,31071927,【筷子・日本之形】沙雕日本人教你用餐礼仪之筷子的正确用法，吓得我都不敢用筷子了,248,41,366,18430
54279740,31077486,「男人的X头」日本知名声优激情演唱羞羞爆笑洗脑歌，僕らの意味~男の乳首~,347,57,646,22005
54326789,31102721,2018年度最强的21号台风袭击日本，威力之大，令人咂舌,85,4,20,3603
54406315,31145597,【寿司・日本之形】沙雕日本人教你如何正确优雅地吃寿司。你们以前吃寿司的姿势一定不对！,312,73,640,25926
54407074,31146041,【喝茶・日本之形】喝茶是门大学问，严谨认真的沙雕日本妹子教你如何正确优雅地喝茶。一个字，完美！,145,32,213,8432
54407857,31146479,【谢罪・日本之形】沙雕日本人教你生活中最常用的实用技能，如何鞠躬道歉，没有什么是一个鞠躬不能搞定的，如果不行，那就两个！,185,31,187,10872
52641710,30189277,【关原之战】日本广播体操少年的跳舞学历史系列洗脑神曲，油管上点击数破2500万！,541,132,1285,67513
52661240,30200974,【三国人物・卑弥呼】日本广播体操少年的跳舞学历史系列洗脑神曲，油管上点击数破1900万！,381,63,788,60817
51995855,29856999,日本油管主シイナナルミ盘点男票身边烦人的男男女女关系。尤其是那些多管闲事的大猪蹄子们！闭嘴吧你们！,111,14,43,3479
52576901,30156384,日本声优小姐姐手把手教你找男朋友。不是你找不到，而是你的打开方式不对。,1135,179,1528,103176
52811498,30275613,【撒盐哥】手肘最咸的男人教你如何在员工面前撒盐装逼,67,2,11,2622
53148541,30457561,【保护生物令】日本广播体操少年的跳舞学历史系列洗脑神曲，油管上点击数破670万！,294,50,418,23754
53171699,30471184,【茶圣・千利休】日本广播体操少年的跳舞学历史系列洗脑神曲，油管上点击数破670万！,398,89,687,40737
53202629,30486765,【爱狗家・西乡隆盛】日本广播体操少年的跳舞学历史系列洗脑神曲，油管上点击数破670万！,208,29,326,22088
53222704,30497949,《E判定》——继《请把女儿嫁给我》之后，广播体操少年的又一首节奏优美的魔性洗脑神曲,2503,875,5865,196096
53451697,30623667,【新垣结衣】女神就是，即便是NG镜头，也能可爱得没天理！,137,23,134,12168
53564447,30686931,日本广播体操少年再出魔性洗脑神曲——《别管那些破事了，不如跳舞？》,1727,438,3206,214711
55200956,31570438,哈哈哈哈哈哈哈哈哈哈哈哈哈哈神TM哈利路亚,326,90,404,19328
55292388,31620596,曾经火爆全球的洗脑神曲“蚂蚁牙黑”再度袭来，Dan Balan - Numa Numa 2 (feat. Marley Waters),1778,885,2894,90551
55301930,31611931,【佩里来航・黑船事件】又有妹子啦！日本广播体操少年×Cheeky Parade,59,7,24,3412
55279914,31613404,日本写真女星桥本爱实带你探访「外国人最喜爱的日本温泉」，居然是个露天温泉，还是个混浴！,95,5,57,5798
55302055,31625483,【O.N.I.G.I.R.I】日本广播体操少年×オリエンタルラジオ的抒情rap,179,38,149,7158
55219182,31566852,【中字】【月曜から夜ふかし】月曜夜未央151221 关于嘘嘘的脑洞趣闻,120,23,157,8233
55335949,31643730,【RPG游戏】日本广播体操少年翻跳自己的洗脑神曲「遣隋使・小野妹子」,185,19,93,17052
55435428,31699257,日本广播体操少年的「岛原之乱」版长崎观光胜地九十九岛,110,16,63,6501
55439303,31700883,【熊本城之歌】日本广播体操少年×熊本熊,579,112,798,62390
